Car_ID,Date,Brand,Model,Year,Body_Type,Fuel_Type,Transmission,Region,Sales_Units,Unit_Price,Total_Sales,Dealer,Customer_Type
647,26/05/2019,Toyota,RAV4,2018,Sedan,Diesel,Manual,Port Harcourt,9,28665065.64,257985590.8,MegaMotors,New
648,02/09/2024,Toyota,Highlander,2024,Truck,Electric,Manual,Lagos,12,13495950.61,161951407.3,AutoNation,New
649,06/10/2021,Mercedes,GLE,2023,SUV,Petrol,Manual,Kano,12,36988998.99,443867987.9,SpeedHub,New
650,27/12/2021,Hyundai,Santa Fe,2020,Sedan,Hybrid,Manual,Abuja,21,38570848.04,809987808.8,CarPoint,New
651,28/10/2020,Mercedes,GLE,2018,SUV,Petrol,Automatic,Abuja,13,21584346.8,280596508.4,AutoNation,Returning
652,20/07/2021,Ford,Escape,2022,SUV,Hybrid,Automatic,Lagos,21,44628497.63,937198450.2,AutoNation,Returning
653,20/05/2022,Volkswagen,Tiguan,2024,Truck,Hybrid,Automatic,Lagos,17,16483332.84,280216658.3,SpeedHub,New
654,03/06/2023,Hyundai,Santa Fe,2020,SUV,Electric,Manual,Ibadan,1,24908402.72,24908402.72,CarPoint,New
655,22/12/2023,Volkswagen,Passat,2024,Hatchback,Diesel,Manual,Ibadan,3,30607164.85,91821494.55,AutoNation,Returning
656,13/08/2019,Lexus,NX,2023,SUV,Hybrid,Automatic,Port Harcourt,22,20150735.99,443316191.8,CarPoint,New
657,08/05/2019,Ford,Edge,2019,Sedan,Petrol,Automatic,Abuja,7,31144451.9,218011163.3,AutoNation,Returning
658,18/11/2024,Nissan,Sentra,2022,SUV,Electric,Automatic,Lagos,11,38931630.91,428247940,MegaMotors,New
659,22/08/2019,Mercedes,E-Class,2019,Sedan,Petrol,Automatic,Lagos,13,38646294.8,502401832.4,AutoNation,New
660,25/02/2019,Mercedes,E-Class,2021,Truck,Petrol,Manual,Port Harcourt,17,29196020.01,496332340.2,MegaMotors,New
661,06/04/2019,Toyota,RAV4,2022,SUV,Petrol,Automatic,Kano,13,24723221.45,321401878.9,SpeedHub,New
662,19/09/2023,Nissan,Sentra,2022,Hatchback,Electric,Automatic,Kano,3,16883748.95,50651246.85,SpeedHub,New
663,22/07/2024,Kia,Rio,2019,Truck,Petrol,Automatic,Ibadan,19,42423692.53,806050158.1,SpeedHub,New
664,26/11/2020,Ford,Edge,2023,Sedan,Electric,Automatic,Lagos,9,11846694.77,106620252.9,DriveX,Returning
665,19/08/2019,Nissan,Altima,2022,SUV,Petrol,Automatic,Kano,20,21778710.92,435574218.4,AutoNation,New
666,26/11/2023,Toyota,Camry,2021,Sedan,Diesel,Manual,Port Harcourt,14,28188135.79,394633901.1,CarPoint,New
667,21/10/2019,Toyota,RAV4,2023,SUV,Electric,Manual,Lagos,5,27525914.27,137629571.4,CarPoint,Returning
668,13/06/2022,Ford,Focus,2022,Sedan,Hybrid,Manual,Kano,9,10218887.39,91969986.51,AutoNation,Returning
669,23/10/2022,Mercedes,E-Class,2022,SUV,Hybrid,Manual,Port Harcourt,12,22603626.34,271243516.1,SpeedHub,New
670,08/02/2023,Volkswagen,Tiguan,2024,Truck,Electric,Manual,Kano,4,15442504.91,61770019.64,MegaMotors,New
671,07/07/2021,Honda,Pilot,2021,Truck,Electric,Manual,Lagos,19,13599836.97,258396902.4,DriveX,New
672,23/07/2022,Hyundai,Kona,2024,SUV,Diesel,Manual,Port Harcourt,11,20051446.21,220565908.3,AutoNation,Returning
673,14/05/2019,Volkswagen,Atlas,2023,Truck,Electric,Manual,Kano,10,41585611.49,415856114.9,DriveX,New
674,21/09/2024,Ford,Escape,2018,Hatchback,Hybrid,Manual,Ibadan,11,19283727.23,212120999.5,CarPoint,Returning
675,12/11/2024,Nissan,Altima,2024,Hatchback,Electric,Automatic,Ibadan,24,36018617.27,864446814.5,AutoNation,New
676,04/07/2019,Kia,Rio,2022,SUV,Electric,Automatic,Abuja,10,33036580.7,330365807,AutoNation,New
677,13/01/2022,Mercedes,E-Class,2019,Hatchback,Petrol,Automatic,Abuja,15,31352262.64,470283939.6,MegaMotors,New
678,13/01/2020,Ford,Focus,2024,Sedan,Petrol,Manual,Port Harcourt,12,44018208.99,528218507.9,DriveX,Returning
679,17/01/2019,Honda,Civic,2021,Truck,Electric,Automatic,Ibadan,14,11230937.63,157233126.8,SpeedHub,New
680,21/01/2024,Mercedes,GLC,2023,Truck,Petrol,Manual,Abuja,25,25862407.29,646560182.3,AutoNation,Returning
681,04/12/2022,BMW,X5,2018,Hatchback,Hybrid,Automatic,Port Harcourt,20,9584863.65,191697273,CarPoint,New
682,08/07/2022,Lexus,RX,2021,Hatchback,Diesel,Manual,Ibadan,10,23128307.06,231283070.6,DriveX,Returning
683,01/09/2024,Mercedes,E-Class,2018,Truck,Electric,Manual,Port Harcourt,1,42373602.59,42373602.59,MegaMotors,New
684,18/07/2020,Ford,Escape,2022,Truck,Electric,Manual,Abuja,5,16531831.54,82659157.7,MegaMotors,New
685,30/10/2024,Mercedes,C-Class,2019,Truck,Hybrid,Manual,Kano,19,28214261.72,536070972.7,DriveX,New
686,27/09/2020,Nissan,Pathfinder,2022,Sedan,Hybrid,Manual,Port Harcourt,11,17878725.4,196665979.4,SpeedHub,Returning
687,21/08/2023,Volkswagen,Passat,2023,Hatchback,Hybrid,Manual,Abuja,15,15930252.02,238953780.3,DriveX,New
688,12/01/2020,Kia,Sportage,2019,Sedan,Petrol,Manual,Port Harcourt,7,8974577.4,62822041.8,MegaMotors,Returning
689,21/12/2020,Volkswagen,Tiguan,2018,Sedan,Petrol,Manual,Kano,18,25394333.21,457097997.8,MegaMotors,New
690,11/01/2022,Honda,Pilot,2020,Truck,Electric,Automatic,Kano,7,11743674.89,82205724.23,CarPoint,Returning
691,29/06/2023,Honda,CR-V,2023,Sedan,Hybrid,Automatic,Abuja,25,43428991.16,1085724779,DriveX,Returning
692,19/04/2019,Toyota,Corolla,2021,Truck,Electric,Manual,Kano,7,13583334.02,95083338.14,SpeedHub,Returning
693,23/08/2020,Lexus,LX,2020,Hatchback,Electric,Manual,Lagos,8,15431444.56,123451556.5,AutoNation,Returning
694,02/12/2021,BMW,3 Series,2021,Hatchback,Diesel,Automatic,Lagos,6,33528617.13,201171702.8,CarPoint,Returning
695,24/08/2020,Nissan,Rogue,2024,Sedan,Diesel,Manual,Kano,4,33829705.12,135318820.5,SpeedHub,Returning
696,02/01/2022,Volkswagen,Passat,2022,Sedan,Electric,Automatic,Ibadan,12,36800440.43,441605285.2,MegaMotors,Returning
697,16/05/2020,Volkswagen,Atlas,2019,Hatchback,Petrol,Automatic,Port Harcourt,3,21838260.51,65514781.53,DriveX,New
698,17/10/2020,Nissan,Rogue,2024,Truck,Hybrid,Automatic,Kano,19,11177062.74,212364192.1,AutoNation,New
699,25/11/2021,Honda,Pilot,2018,SUV,Diesel,Manual,Ibadan,12,33366177.53,400394130.4,AutoNation,New
700,25/09/2023,Nissan,Sentra,2018,Truck,Hybrid,Automatic,Lagos,6,18032484.05,108194904.3,SpeedHub,Returning
701,19/03/2022,Volkswagen,Jetta,2022,Hatchback,Diesel,Automatic,Ibadan,18,15659748.61,281875475,AutoNation,New
702,08/12/2023,Volkswagen,Passat,2024,Truck,Electric,Automatic,Abuja,19,26412784.05,501842897,SpeedHub,Returning
703,30/08/2023,Ford,Explorer,2020,Sedan,Diesel,Manual,Port Harcourt,21,19736452.78,414465508.4,DriveX,Returning
704,06/10/2024,Nissan,Pathfinder,2023,Truck,Hybrid,Manual,Abuja,9,24959136.95,224632232.6,MegaMotors,New
705,24/05/2021,Honda,Accord,2019,Hatchback,Electric,Automatic,Port Harcourt,5,13107087.88,65535439.4,MegaMotors,New
706,07/01/2024,Mercedes,GLC,2024,SUV,Diesel,Automatic,Ibadan,17,8606101.58,146303726.9,AutoNation,New
707,16/08/2019,Nissan,Altima,2022,Hatchback,Diesel,Automatic,Abuja,24,41566348.7,997592368.8,DriveX,New
708,27/05/2023,Honda,Accord,2023,Sedan,Hybrid,Manual,Abuja,5,11140983.59,55704917.95,AutoNation,New
709,29/11/2021,Honda,Accord,2020,Hatchback,Diesel,Manual,Port Harcourt,12,25327816.57,303933798.8,AutoNation,New
710,27/10/2023,BMW,3 Series,2021,SUV,Electric,Automatic,Ibadan,12,37831833.01,453981996.1,CarPoint,New
711,16/11/2019,Kia,Rio,2022,SUV,Diesel,Automatic,Abuja,12,18924765.78,227097189.4,CarPoint,New
712,30/07/2021,Nissan,Altima,2023,Truck,Electric,Manual,Lagos,5,22019743.01,110098715.1,CarPoint,New
713,15/01/2020,Volkswagen,Tiguan,2019,Truck,Hybrid,Manual,Ibadan,15,16535199.15,248027987.3,AutoNation,New
714,08/07/2020,Mercedes,C-Class,2019,SUV,Hybrid,Automatic,Kano,11,25838289.19,284221181.1,CarPoint,New
715,26/04/2022,Mercedes,GLC,2019,Hatchback,Hybrid,Manual,Lagos,18,24768553.99,445833971.8,AutoNation,New
716,28/08/2020,Toyota,Corolla,2019,SUV,Petrol,Manual,Abuja,25,35046299.64,876157491,SpeedHub,Returning
717,07/07/2022,Ford,Focus,2022,SUV,Petrol,Automatic,Lagos,18,19337749.37,348079488.7,SpeedHub,Returning
718,30/09/2020,Kia,Sportage,2019,Truck,Petrol,Automatic,Abuja,18,31929058.6,574723054.8,MegaMotors,Returning
719,22/04/2021,Nissan,Sentra,2019,Hatchback,Diesel,Manual,Port Harcourt,19,31716233.73,602608440.9,SpeedHub,New
720,27/04/2020,Volkswagen,Passat,2022,Sedan,Hybrid,Manual,Kano,25,41469711.73,1036742793,MegaMotors,New
721,14/12/2023,Honda,Civic,2022,Sedan,Diesel,Manual,Ibadan,21,37793821.06,793670242.3,SpeedHub,Returning
722,08/03/2023,Kia,Sorento,2019,Sedan,Hybrid,Automatic,Lagos,12,17277680.2,207332162.4,MegaMotors,Returning
723,08/06/2022,Honda,Civic,2021,Hatchback,Hybrid,Manual,Abuja,2,14491137.93,28982275.86,DriveX,New
724,06/10/2021,BMW,5 Series,2020,Truck,Electric,Manual,Port Harcourt,22,25377667.03,558308674.7,MegaMotors,New
725,21/12/2022,Volkswagen,Passat,2024,Hatchback,Diesel,Manual,Lagos,11,43673758.88,480411347.7,DriveX,New
726,13/08/2020,Lexus,NX,2018,Hatchback,Diesel,Automatic,Ibadan,22,11763906.18,258805936,MegaMotors,New
727,07/12/2019,BMW,5 Series,2022,Hatchback,Petrol,Manual,Kano,3,35943901.87,107831705.6,MegaMotors,New
728,22/06/2022,Ford,Edge,2021,Sedan,Diesel,Manual,Kano,9,41858564.75,376727082.8,MegaMotors,Returning
729,16/11/2021,Ford,Edge,2018,SUV,Hybrid,Automatic,Lagos,2,11713718.15,23427436.3,CarPoint,New
730,13/09/2020,Lexus,RX,2022,Hatchback,Electric,Automatic,Lagos,10,16229802.16,162298021.6,SpeedHub,Returning
731,18/07/2022,BMW,5 Series,2023,Sedan,Diesel,Manual,Kano,15,44438298.68,666574480.2,AutoNation,New
732,16/05/2024,Ford,Edge,2023,Truck,Electric,Manual,Port Harcourt,20,8618515.63,172370312.6,DriveX,New
733,24/08/2024,Kia,Rio,2020,Sedan,Electric,Automatic,Abuja,9,30875295.12,277877656.1,SpeedHub,New
734,26/06/2023,Lexus,NX,2020,Hatchback,Hybrid,Automatic,Ibadan,23,44680475.92,1027650946,MegaMotors,Returning
735,30/07/2022,Hyundai,Santa Fe,2023,SUV,Electric,Manual,Ibadan,7,12950183.71,90651285.97,AutoNation,Returning
736,16/06/2024,Toyota,Highlander,2018,Truck,Hybrid,Automatic,Ibadan,4,17366931.72,69467726.88,CarPoint,New
737,22/05/2023,Volkswagen,Atlas,2018,Truck,Hybrid,Manual,Port Harcourt,19,33062013.07,628178248.3,DriveX,Returning
738,06/07/2019,Volkswagen,Passat,2020,Truck,Petrol,Automatic,Kano,20,31679538.01,633590760.2,MegaMotors,Returning
739,12/09/2021,Mercedes,C-Class,2021,Sedan,Diesel,Manual,Abuja,12,29591983.13,355103797.6,AutoNation,New
740,29/02/2020,Lexus,RX,2021,Sedan,Petrol,Automatic,Ibadan,24,26162068.8,627889651.2,DriveX,New
741,09/03/2019,Volkswagen,Passat,2018,Sedan,Diesel,Manual,Ibadan,4,39575099.28,158300397.1,SpeedHub,Returning
742,16/12/2023,Kia,Sportage,2023,Truck,Electric,Manual,Ibadan,16,9454673.93,151274782.9,DriveX,New
743,19/07/2021,Mercedes,C-Class,2023,Sedan,Petrol,Automatic,Lagos,16,25170241.82,402723869.1,MegaMotors,New
744,01/06/2022,Lexus,ES,2018,Truck,Diesel,Manual,Ibadan,7,18309602.26,128167215.8,CarPoint,New
745,27/01/2023,BMW,3 Series,2022,Truck,Diesel,Manual,Port Harcourt,23,39271507.01,903244661.2,MegaMotors,Returning
746,04/05/2021,Toyota,RAV4,2020,SUV,Electric,Manual,Kano,14,25073447.94,351028271.2,DriveX,Returning
747,27/08/2021,Kia,Sportage,2020,Hatchback,Diesel,Automatic,Port Harcourt,25,33087681.7,827192042.5,SpeedHub,New
748,06/12/2020,Toyota,Corolla,2024,Hatchback,Diesel,Automatic,Kano,9,25531126.13,229780135.2,DriveX,Returning
749,15/02/2020,Toyota,RAV4,2022,Hatchback,Diesel,Automatic,Port Harcourt,17,32838419.3,558253128.1,MegaMotors,New
750,30/07/2023,Lexus,NX,2020,SUV,Hybrid,Automatic,Abuja,8,9989675.31,79917402.48,AutoNation,Returning
751,27/08/2022,Hyundai,Elantra,2019,Sedan,Hybrid,Automatic,Abuja,16,10109089.17,161745426.7,SpeedHub,New
752,22/07/2024,Nissan,Pathfinder,2023,SUV,Petrol,Automatic,Kano,8,16327191.92,130617535.4,DriveX,Returning
753,31/12/2021,Kia,Seltos,2022,SUV,Diesel,Automatic,Port Harcourt,20,23703250.48,474065009.6,SpeedHub,New
754,22/07/2022,Volkswagen,Jetta,2020,Hatchback,Electric,Automatic,Kano,16,27540913.12,440654609.9,AutoNation,Returning
755,06/01/2019,Honda,CR-V,2024,Sedan,Petrol,Automatic,Ibadan,18,39148856.69,704679420.4,DriveX,New
756,28/07/2024,Mercedes,E-Class,2021,Truck,Hybrid,Automatic,Lagos,9,19773678.74,177963108.7,CarPoint,Returning
757,14/08/2020,Lexus,NX,2023,Truck,Electric,Manual,Abuja,21,40023864.79,840501160.6,AutoNation,New
758,21/12/2020,Hyundai,Tucson,2019,Hatchback,Diesel,Manual,Kano,3,31675037.36,95025112.08,DriveX,New
759,03/05/2019,BMW,5 Series,2022,SUV,Hybrid,Automatic,Abuja,1,26223424.82,26223424.82,DriveX,Returning
760,22/03/2021,Kia,Rio,2018,SUV,Electric,Automatic,Port Harcourt,15,43410736.27,651161044.1,MegaMotors,New
761,24/07/2021,Hyundai,Tucson,2022,Truck,Hybrid,Manual,Port Harcourt,13,15603890.82,202850580.7,AutoNation,New
762,07/04/2019,BMW,5 Series,2019,Truck,Electric,Automatic,Ibadan,6,21825583.18,130953499.1,MegaMotors,Returning
763,09/02/2024,Nissan,Rogue,2023,Hatchback,Hybrid,Automatic,Ibadan,2,25055173.22,50110346.44,SpeedHub,New
764,19/02/2022,Lexus,NX,2020,Truck,Electric,Manual,Port Harcourt,3,15254415.94,45763247.82,AutoNation,New
765,22/02/2021,Hyundai,Tucson,2023,Truck,Hybrid,Manual,Ibadan,22,30624771.37,673744970.1,AutoNation,Returning
766,12/04/2020,Lexus,ES,2022,Truck,Petrol,Manual,Abuja,4,32512755.98,130051023.9,MegaMotors,Returning
767,16/11/2022,Volkswagen,Jetta,2018,Truck,Petrol,Automatic,Lagos,14,30984629.62,433784814.7,DriveX,New
768,16/07/2022,Nissan,Sentra,2019,Hatchback,Electric,Automatic,Lagos,22,19119148.2,420621260.4,SpeedHub,New
769,21/10/2022,Toyota,Corolla,2021,Truck,Electric,Automatic,Lagos,16,10503899.05,168062384.8,AutoNation,Returning
770,01/03/2021,Toyota,Corolla,2024,Hatchback,Electric,Manual,Lagos,11,21292881.23,234221693.5,MegaMotors,New
771,13/04/2024,Lexus,NX,2023,Hatchback,Diesel,Automatic,Abuja,6,31724477.26,190346863.6,SpeedHub,Returning
772,16/04/2019,Kia,Sorento,2018,Truck,Petrol,Manual,Lagos,17,9100481.77,154708190.1,AutoNation,New
773,25/12/2019,Kia,Sorento,2024,Hatchback,Electric,Manual,Kano,23,22100634.89,508314602.5,DriveX,Returning
774,04/10/2020,BMW,3 Series,2020,SUV,Petrol,Manual,Abuja,7,28499120.51,199493843.6,CarPoint,Returning
775,08/11/2024,Toyota,Highlander,2023,Hatchback,Hybrid,Automatic,Port Harcourt,20,16214318.25,324286365,MegaMotors,New
776,25/02/2023,Ford,Edge,2019,Truck,Diesel,Automatic,Port Harcourt,6,39713812.11,238282872.7,DriveX,New
777,01/10/2021,Toyota,Corolla,2019,Truck,Electric,Manual,Port Harcourt,3,11892295.69,35676887.07,DriveX,New
778,06/10/2021,Honda,Pilot,2020,Sedan,Diesel,Manual,Ibadan,19,22585509.71,429124684.5,CarPoint,New
779,08/09/2022,Honda,Accord,2024,Truck,Hybrid,Automatic,Abuja,11,17117466.34,188292129.7,AutoNation,New
780,19/12/2024,Mercedes,GLE,2020,SUV,Electric,Automatic,Lagos,5,41114032.54,205570162.7,CarPoint,New
781,09/11/2023,Nissan,Altima,2020,Sedan,Hybrid,Automatic,Abuja,18,21958418.06,395251525.1,DriveX,Returning
782,29/07/2021,Nissan,Pathfinder,2023,Sedan,Petrol,Automatic,Abuja,19,25651143.13,487371719.5,MegaMotors,New
783,16/07/2023,Honda,Accord,2018,SUV,Electric,Automatic,Abuja,9,40631973.35,365687760.2,AutoNation,Returning
784,17/05/2024,Hyundai,Tucson,2020,Sedan,Petrol,Manual,Kano,25,16125675.88,403141897,CarPoint,Returning
785,03/05/2021,Kia,Seltos,2023,Hatchback,Electric,Automatic,Port Harcourt,21,21982702.78,461636758.4,SpeedHub,New
786,04/12/2021,Mercedes,GLC,2021,Hatchback,Hybrid,Manual,Abuja,17,16251383.3,276273516.1,MegaMotors,Returning
787,10/05/2019,BMW,X5,2024,Hatchback,Diesel,Automatic,Abuja,4,39690743.2,158762972.8,MegaMotors,Returning
788,31/01/2021,Hyundai,Kona,2023,Hatchback,Diesel,Manual,Port Harcourt,5,9474794.57,47373972.85,AutoNation,Returning
789,17/11/2020,Nissan,Pathfinder,2022,Sedan,Electric,Manual,Abuja,1,30379412.52,30379412.52,SpeedHub,New
790,13/10/2021,BMW,X5,2023,Truck,Electric,Automatic,Ibadan,9,11742444.63,105682001.7,CarPoint,Returning
791,17/06/2020,BMW,5 Series,2021,SUV,Diesel,Automatic,Kano,18,10947832.64,197060987.5,CarPoint,Returning
792,05/07/2019,Lexus,RX,2024,Sedan,Hybrid,Automatic,Kano,19,14791731.2,281042892.8,AutoNation,New
793,12/11/2022,Mercedes,GLC,2022,Truck,Hybrid,Automatic,Kano,12,36173166.02,434077992.2,AutoNation,Returning
794,17/06/2020,Hyundai,Santa Fe,2019,SUV,Electric,Automatic,Lagos,25,28864940.08,721623502,CarPoint,Returning
795,29/09/2024,BMW,5 Series,2018,Sedan,Petrol,Manual,Kano,22,40014010.99,880308241.8,CarPoint,Returning
796,20/02/2019,Hyundai,Tucson,2021,Sedan,Electric,Automatic,Lagos,25,12209094.99,305227374.8,MegaMotors,Returning
797,19/01/2020,Honda,Accord,2018,Hatchback,Electric,Automatic,Kano,23,22120374.58,508768615.3,DriveX,New
798,22/03/2021,Volkswagen,Tiguan,2019,Sedan,Hybrid,Automatic,Abuja,7,34600161.39,242201129.7,AutoNation,New
799,15/11/2023,Mercedes,E-Class,2020,Truck,Diesel,Automatic,Lagos,25,37078926.03,926973150.8,SpeedHub,Returning
800,10/08/2022,BMW,3 Series,2023,SUV,Hybrid,Automatic,Kano,18,14937267.94,268870822.9,DriveX,New
801,09/06/2024,Ford,Focus,2021,Sedan,Hybrid,Manual,Lagos,4,16655597.77,66622391.08,MegaMotors,Returning
802,20/02/2022,Volkswagen,Jetta,2021,Hatchback,Petrol,Automatic,Ibadan,25,35241283.59,881032089.8,CarPoint,New
803,31/07/2022,Volkswagen,Passat,2020,Truck,Hybrid,Manual,Port Harcourt,11,14483849.36,159322343,AutoNation,Returning
804,09/04/2019,Volkswagen,Jetta,2018,SUV,Diesel,Manual,Lagos,6,37433332.23,224599993.4,MegaMotors,Returning
805,22/09/2023,Kia,Seltos,2019,Hatchback,Diesel,Automatic,Port Harcourt,5,39819604.41,199098022.1,MegaMotors,New
806,14/09/2019,Toyota,RAV4,2018,SUV,Electric,Automatic,Kano,20,31586739.04,631734780.8,MegaMotors,New
807,22/12/2019,Volkswagen,Tiguan,2020,Truck,Petrol,Automatic,Kano,6,9835766.18,59014597.08,DriveX,New
808,21/03/2022,Nissan,Pathfinder,2024,Truck,Petrol,Manual,Port Harcourt,14,17815836.93,249421717,SpeedHub,Returning
809,14/11/2024,Volkswagen,Jetta,2018,Hatchback,Electric,Automatic,Abuja,14,22855666.01,319979324.1,MegaMotors,Returning
810,14/09/2019,Toyota,Camry,2021,Sedan,Hybrid,Manual,Port Harcourt,2,28628875.59,57257751.18,CarPoint,New
811,26/01/2024,Honda,Civic,2018,SUV,Electric,Automatic,Port Harcourt,15,12304578.67,184568680.1,CarPoint,Returning
812,26/12/2024,Volkswagen,Jetta,2021,SUV,Hybrid,Automatic,Abuja,8,32133230.41,257065843.3,MegaMotors,New
813,29/07/2022,Kia,Sportage,2020,Truck,Hybrid,Manual,Ibadan,24,15971039.95,383304958.8,DriveX,New
814,07/11/2021,Toyota,RAV4,2020,Truck,Petrol,Manual,Port Harcourt,2,43243786.29,86487572.58,MegaMotors,New
815,12/11/2019,Volkswagen,Jetta,2021,Hatchback,Electric,Automatic,Abuja,24,31669244.41,760061865.8,CarPoint,New
816,10/08/2022,Mercedes,GLE,2023,Truck,Petrol,Automatic,Ibadan,9,23665371.02,212988339.2,MegaMotors,New
817,24/09/2024,Kia,Sportage,2023,Truck,Electric,Automatic,Ibadan,23,22666835.12,521337207.8,AutoNation,Returning
818,14/09/2024,Mercedes,C-Class,2022,SUV,Electric,Automatic,Port Harcourt,15,44678769.76,670181546.4,MegaMotors,Returning
819,17/04/2020,Honda,Civic,2019,Truck,Hybrid,Automatic,Abuja,16,27409843,438557488,AutoNation,Returning
820,02/10/2021,Ford,Edge,2022,Truck,Hybrid,Automatic,Port Harcourt,6,42178456.51,253070739.1,MegaMotors,Returning
821,23/01/2021,Ford,Focus,2019,Sedan,Petrol,Manual,Lagos,14,18791745.92,263084442.9,DriveX,New
822,29/06/2023,Hyundai,Santa Fe,2024,Hatchback,Petrol,Automatic,Port Harcourt,13,9378886.71,121925527.2,DriveX,New
823,20/09/2019,Nissan,Rogue,2018,Sedan,Petrol,Automatic,Kano,1,24928000.58,24928000.58,DriveX,New
824,13/08/2023,Lexus,NX,2022,Truck,Electric,Manual,Ibadan,15,33217201.84,498258027.6,SpeedHub,New
825,20/04/2019,Mercedes,GLC,2019,Hatchback,Hybrid,Automatic,Port Harcourt,14,21932572.61,307056016.5,MegaMotors,Returning
826,04/08/2020,Toyota,Camry,2022,SUV,Hybrid,Manual,Ibadan,22,21915632.22,482143908.8,SpeedHub,New
827,17/12/2019,Volkswagen,Atlas,2023,Sedan,Petrol,Manual,Kano,12,24221216.16,290654593.9,SpeedHub,New
828,05/02/2022,Honda,Pilot,2023,Sedan,Electric,Manual,Kano,16,29466730.87,471467693.9,SpeedHub,New
829,25/05/2024,Toyota,Camry,2020,Hatchback,Petrol,Automatic,Port Harcourt,8,20977448.13,167819585,SpeedHub,Returning
830,17/04/2019,Honda,Accord,2019,Sedan,Electric,Manual,Kano,15,21080756.54,316211348.1,MegaMotors,New
831,29/11/2023,BMW,X5,2018,SUV,Hybrid,Automatic,Port Harcourt,18,31225557.6,562060036.8,DriveX,Returning
832,13/07/2021,Lexus,NX,2019,Sedan,Diesel,Automatic,Kano,7,28790820.68,201535744.8,DriveX,Returning
833,03/03/2020,Mercedes,GLC,2022,Hatchback,Electric,Automatic,Lagos,3,12422883.72,37268651.16,AutoNation,Returning
834,01/03/2020,Toyota,Highlander,2019,Sedan,Electric,Automatic,Lagos,25,13260495.17,331512379.3,MegaMotors,Returning
835,21/01/2022,Mercedes,GLC,2019,SUV,Electric,Automatic,Abuja,17,30291892.69,514962175.7,CarPoint,Returning
836,31/12/2022,Kia,Sorento,2019,Sedan,Hybrid,Automatic,Abuja,23,12574308.66,289209099.2,AutoNation,New
837,17/09/2024,Nissan,Rogue,2019,Hatchback,Petrol,Manual,Abuja,19,37766723.75,717567751.3,CarPoint,New
838,07/10/2022,Toyota,RAV4,2024,Hatchback,Electric,Automatic,Abuja,11,35075293.01,385828223.1,MegaMotors,New
839,29/06/2022,Toyota,Camry,2023,Truck,Electric,Automatic,Port Harcourt,4,13533262.37,54133049.48,DriveX,New
840,15/10/2021,Honda,Civic,2024,Hatchback,Hybrid,Manual,Kano,14,20758544.71,290619625.9,MegaMotors,New
841,25/12/2019,Lexus,RX,2024,Hatchback,Petrol,Automatic,Port Harcourt,11,16072066.89,176792735.8,AutoNation,New
842,28/05/2022,Honda,Civic,2019,SUV,Petrol,Manual,Lagos,12,41563558.7,498762704.4,MegaMotors,Returning
843,15/03/2024,Lexus,LX,2021,Sedan,Diesel,Automatic,Lagos,25,43338897.18,1083472430,SpeedHub,New
844,30/10/2019,BMW,X5,2023,Truck,Hybrid,Automatic,Ibadan,15,32487222.66,487308339.9,CarPoint,Returning
845,12/02/2021,Nissan,Altima,2019,Sedan,Hybrid,Automatic,Port Harcourt,9,26965865.31,242692787.8,DriveX,Returning
846,10/08/2020,Volkswagen,Atlas,2019,Sedan,Electric,Automatic,Ibadan,15,11574777.51,173621662.7,CarPoint,Returning
847,04/11/2023,Honda,Civic,2021,SUV,Diesel,Automatic,Lagos,4,16325462.94,65301851.76,CarPoint,Returning
848,19/12/2020,Mercedes,GLE,2022,Truck,Hybrid,Automatic,Kano,4,16869470.68,67477882.72,MegaMotors,Returning
849,01/04/2022,Hyundai,Tucson,2022,Truck,Diesel,Manual,Ibadan,7,38971796.61,272802576.3,DriveX,Returning
850,09/07/2021,Honda,CR-V,2018,SUV,Diesel,Automatic,Port Harcourt,2,17277864.63,34555729.26,MegaMotors,Returning
851,17/12/2020,Ford,Explorer,2018,Truck,Electric,Automatic,Kano,2,10145485.22,20290970.44,MegaMotors,New
852,04/10/2020,Honda,CR-V,2018,SUV,Hybrid,Manual,Port Harcourt,9,32438567.84,291947110.6,MegaMotors,Returning
853,25/02/2023,Kia,Sorento,2019,Truck,Petrol,Manual,Port Harcourt,25,42090685.38,1052267135,MegaMotors,New
854,12/06/2022,Nissan,Altima,2019,SUV,Petrol,Automatic,Lagos,2,36336134.31,72672268.62,AutoNation,New
855,25/05/2024,Mercedes,E-Class,2018,Truck,Petrol,Automatic,Port Harcourt,12,26439092.64,317269111.7,MegaMotors,New
856,29/12/2021,Nissan,Sentra,2019,Hatchback,Electric,Manual,Ibadan,4,30006920.56,120027682.2,SpeedHub,New
857,10/02/2020,Hyundai,Elantra,2020,Hatchback,Hybrid,Automatic,Ibadan,14,9812070.97,137368993.6,AutoNation,New
858,19/08/2021,BMW,3 Series,2020,Hatchback,Hybrid,Manual,Kano,7,34660406.29,242622844,CarPoint,Returning
859,01/11/2020,Volkswagen,Jetta,2020,SUV,Petrol,Manual,Abuja,7,34811935.52,243683548.6,CarPoint,New
860,01/03/2022,Ford,Explorer,2021,SUV,Hybrid,Automatic,Abuja,3,23113250.94,69339752.82,CarPoint,New
861,30/07/2019,BMW,5 Series,2020,Hatchback,Electric,Manual,Lagos,18,39728031.08,715104559.4,CarPoint,New
